,symbol,reportedCurrency,cik,fillingDate,acceptedDate,calendarYear,period,netIncome,depreciationAndAmortization,deferredIncomeTax,stockBasedCompensation,changeInWorkingCapital,accountsReceivables,inventory,accountsPayables,otherWorkingCapital,otherNonCashItems,netCashProvidedByOperatingActivities,investmentsInPropertyPlantAndEquipment,acquisitionsNet,purchasesOfInvestments,salesMaturitiesOfInvestments,otherInvestingActivites,netCashUsedForInvestingActivites,debtRepayment,commonStockIssued,commonStockRepurchased,dividendsPaid,otherFinancingActivites,netCashUsedProvidedByFinancingActivities,effectOfForexChangesOnCash,netChangeInCash,cashAtEndOfPeriod,cashAtBeginningOfPeriod,operatingCashFlow,capitalExpenditure,freeCashFlow,link,finalLink,lastRetainedEarnings,stockRepurchases,otherDistributions,retainedEarnings,grossPPE,annualDepreciation,netPPE,lastGoodwill,acquisitionsAndAdjustments,goodwill
0,PYPL,USD,1633917,2024-02-08,2024-02-07 19:35:06,2023,FY,1402000000,1072000000,-668000000,1475000000,-1314000000,-114000000,-19000000,7000000,-1207000000,32000000,4843000000,-623000000,466000000,-21980000000,24295000000,-1406000000,752000000,-1053000000,127000000,-5002000000,-699000000,2935000000,-2993000000,76000000,2678000000,21834000000,19156000000,4843000000,-145000000,4220000000,https://www.sec.gov/Archives/edgar/data/1633917/000163391724000024/0001633917-24-000024-index.htm,https://www.sec.gov/Archives/edgar/data/1633917/000163391724000024/pypl-20231231.htm,21798000000.0,-607000000.0,96000000.0,23200000000.0,1488000000.0,263000000.0,1370000000.0,10935000000.0,91000000.0,11026000000.0
1,PYPL,USD,1633917,2023-02-10,2023-02-09 19:38:19,2022,FY,2419000000,1317000000,-811000000,1315000000,-163000000,-163000000,0,0,0,2503000000,5813000000,-706000000,0,0,0,-2715000000,-3421000000,-1686000000,0,-4535000000,0,-1110000000,-1110000000,-155000000,1127000000,19156000000,18029000000,5813000000,-706000000,5107000000,https://www.sec.gov/Archives/edgar/data/1633917/000163391723000033/0001633917-23-000033-index.htm,https://www.sec.gov/Archives/edgar/data/1633917/000163391723000033/pypl-20221231.htm,,,,,,,,,,
2,PYPL,USD,1633917,2022-02-03,2022-02-03 16:55:53,2021,FY,4169000000,1265000000,-482000000,1421000000,-222000000,-222000000,0,0,0,729000000,5797000000,-908000000,0,0,0,-4241000000,-5149000000,-361000000,0,-4409000000,0,-557000000,-557000000,-102000000,-11000000,18029000000,18040000000,5797000000,-908000000,4889000000,https://www.sec.gov/Archives/edgar/data/1633917/000163391722000027/0001633917-22-000027-index.htm,https://www.sec.gov/Archives/edgar/data/1633917/000163391722000027/pypl-20211231.htm,,,,,,,,,,
3,PYPL,USD,1633917,2021-02-05,2021-02-04 19:30:14,2020,FY,4202000000,1189000000,165000000,1411000000,-100000000,-100000000,0,0,0,1150000000,6219000000,-866000000,0,0,0,-15679000000,-16545000000,-3000000000,0,-2156000000,0,12454000000,12454000000,169000000,2297000000,18040000000,15743000000,6219000000,-866000000,5353000000,https://www.sec.gov/Archives/edgar/data/1633917/000163391721000018/0001633917-21-000018-index.htm,https://www.sec.gov/Archives/edgar/data/1633917/000163391721000018/pypl-20201231.htm,,,,,,,,,,
4,PYPL,USD,1633917,2020-02-06,2020-02-06 16:28:40,2019,FY,2459000000,912000000,-269000000,1050000000,-120000000,-120000000,0,0,0,998000000,4071000000,-704000000,0,0,0,-5038000000,-5742000000,-2516000000,0,-1915000000,0,4187000000,4187000000,-6000000,2510000000,15743000000,13233000000,4071000000,-704000000,3367000000,https://www.sec.gov/Archives/edgar/data/1633917/000163391720000028/0001633917-20-000028-index.htm,https://www.sec.gov/Archives/edgar/data/1633917/000163391720000028/pypl201910-k.htm,,,,,,,,,,
